loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_high,revol_util,total_acc,loan_status
31746,36 months,6.12,C,8 years,MORTGAGE,199446.81,credit_card,2.18,3,715,15.06,21,Charged Off
33352,60 months,11.7,G,10+ years,OWN,35925.2,home_improvement,1.13,3,799,35.69,20,Fully Paid
6600,36 months,6.34,A,3 years,OWN,148158.92,major_purchase,25.9,2,736,45.0,32,Fully Paid
30124,60 months,28.11,C,1 year,MORTGAGE,173150.42,other,19.75,3,678,75.39,44,Fully Paid
28643,36 months,21.54,B,9 years,OTHER,199360.58,credit_card,23.43,2,809,81.27,45,Fully Paid
10007,36 months,27.17,E,2 years,MORTGAGE,131548.24,other,5.46,1,671,74.15,22,Fully Paid
38410,36 months,22.93,E,1 year,MORTGAGE,88417.0,credit_card,9.66,2,691,47.66,8,Fully Paid
9208,36 months,8.28,E,< 1 year,RENT,49968.88,small_business,13.31,3,697,66.37,44,Fully Paid
19589,60 months,28.51,F,10+ years,OTHER,196717.17,small_business,19.74,1,848,29.55,21,Fully Paid
18453,60 months,27.5,B,5 years,MORTGAGE,186356.59,debt_consolidation,16.05,3,697,98.78,37,Fully Paid
37212,60 months,13.7,F,3 years,OTHER,164813.39,major_purchase,16.54,0,739,16.82,43,Fully Paid
33635,36 months,7.79,F,6 years,OTHER,189879.44,major_purchase,4.71,3,671,72.36,28,Fully Paid
34828,60 months,22.6,G,6 years,RENT,30953.79,debt_consolidation,14.24,1,760,15.49,23,Fully Paid
19711,60 months,23.21,C,9 years,OTHER,133668.71,small_business,24.71,2,705,28.09,46,Fully Paid
4420,60 months,27.42,B,< 1 year,RENT,69463.33,debt_consolidation,15.28,3,739,74.88,38,Fully Paid
32216,36 months,6.32,B,8 years,OWN,157806.57,small_business,5.99,2,728,72.91,34,Fully Paid
1301,60 months,8.54,G,7 years,MORTGAGE,37228.99,credit_card,12.4,3,730,12.45,35,Fully Paid
1699,36 months,19.96,C,9 years,RENT,66569.59,other,22.64,4,685,67.85,6,Fully Paid
1190,36 months,20.48,D,< 1 year,RENT,173045.37,debt_consolidation,4.05,3,736,20.38,45,Fully Paid
11492,60 months,5.84,F,7 years,MORTGAGE,154900.45,home_improvement,17.41,4,705,97.3,19,Fully Paid
36743,36 months,14.92,E,4 years,RENT,198563.96,other,28.96,3,804,60.31,14,Fully Paid
7102,60 months,19.6,A,< 1 year,OTHER,135917.04,small_business,11.41,3,785,0.35,10,Fully Paid
20778,60 months,23.45,F,3 years,RENT,74553.54,credit_card,1.31,4,794,20.85,37,Charged Off
27641,60 months,12.9,A,6 years,RENT,118619.04,home_improvement,18.99,0,765,22.96,27,Fully Paid
35584,60 months,17.1,C,4 years,OTHER,189913.95,home_improvement,1.41,2,723,24.71,46,Fully Paid
33745,60 months,25.35,A,10+ years,MORTGAGE,137317.44,major_purchase,5.75,1,778,55.71,9,Fully Paid
24093,36 months,28.85,D,2 years,RENT,178669.8,small_business,1.45,3,768,20.56,44,Fully Paid
1569,60 months,10.76,B,10+ years,OWN,24119.64,credit_card,5.12,1,784,41.28,35,Charged Off
39210,36 months,11.33,E,3 years,MORTGAGE,86519.18,small_business,25.65,0,829,17.33,18,Fully Paid
35663,60 months,28.5,A,1 year,OWN,188355.3,credit_card,22.05,3,778,66.69,10,Charged Off
37631,60 months,14.9,A,7 years,OWN,27072.13,other,10.26,4,712,56.87,37,Fully Paid
8455,60 months,22.96,C,1 year,OWN,113438.26,small_business,26.91,4,801,62.87,49,Fully Paid
5014,36 months,20.31,C,10+ years,RENT,82375.31,other,19.96,3,696,96.74,36,Charged Off
12093,36 months,12.14,G,5 years,OTHER,136316.75,home_improvement,13.43,4,672,39.93,16,Fully Paid
19070,36 months,21.34,B,6 years,RENT,49200.1,major_purchase,2.05,0,731,21.55,43,Fully Paid
36777,36 months,21.39,E,6 years,OWN,137594.06,other,21.92,2,711,99.88,49,Fully Paid
17538,60 months,19.81,G,< 1 year,OWN,198531.48,debt_consolidation,11.27,2,820,5.81,26,Fully Paid
11729,60 months,7.49,G,7 years,OTHER,68809.46,small_business,9.08,0,760,81.03,18,Charged Off
35177,36 months,29.88,A,8 years,MORTGAGE,103057.03,home_improvement,8.65,4,807,16.22,39,Fully Paid
1784,36 months,15.01,B,6 years,OWN,25345.86,debt_consolidation,0.23,2,727,66.48,28,Fully Paid
28751,36 months,20.96,E,7 years,RENT,98128.77,other,22.28,4,788,47.38,39,Fully Paid
13533,60 months,27.14,B,3 years,OWN,93078.64,debt_consolidation,4.36,4,848,83.9,19,Fully Paid
6801,36 months,15.58,A,7 years,OWN,121647.3,debt_consolidation,15.62,1,841,73.11,17,Fully Paid
20190,36 months,24.35,C,2 years,MORTGAGE,66218.7,other,0.48,2,770,17.23,44,Charged Off
39754,60 months,29.3,C,< 1 year,OTHER,79157.74,home_improvement,18.84,4,734,66.52,25,Fully Paid
30592,36 months,13.97,C,7 years,OWN,129781.4,other,11.08,1,824,21.71,7,Fully Paid
11647,60 months,15.13,D,10+ years,MORTGAGE,183525.48,credit_card,18.92,0,740,16.93,12,Fully Paid
9716,60 months,27.64,B,5 years,MORTGAGE,62335.67,debt_consolidation,2.7,2,699,8.41,18,Charged Off
24355,60 months,8.99,A,8 years,OWN,141942.48,major_purchase,7.99,0,807,11.37,48,Fully Paid
23009,60 months,5.71,B,2 years,OWN,114299.01,credit_card,3.31,0,694,70.39,47,Fully Paid
25376,60 months,27.72,C,7 years,OTHER,38829.65,home_improvement,19.38,3,827,99.21,14,Fully Paid
5780,36 months,25.54,F,8 years,RENT,121777.99,debt_consolidation,3.26,2,738,67.58,37,Fully Paid
3368,36 months,29.31,F,8 years,RENT,147585.44,home_improvement,18.51,0,800,70.85,12,Charged Off
13039,60 months,6.46,B,6 years,OTHER,127685.7,home_improvement,4.04,0,749,78.27,8,Fully Paid
7655,60 months,8.9,E,10+ years,MORTGAGE,38794.56,debt_consolidation,28.3,0,810,88.9,13,Fully Paid
5495,36 months,7.63,F,9 years,MORTGAGE,173817.13,home_improvement,12.49,4,672,26.77,5,Fully Paid
11893,36 months,22.09,F,2 years,OTHER,27380.65,major_purchase,3.8,2,707,60.45,27,Charged Off
26547,60 months,20.15,B,2 years,RENT,62480.84,major_purchase,1.25,2,709,21.66,17,Charged Off
23386,36 months,13.98,G,1 year,MORTGAGE,130827.74,small_business,9.88,2,768,52.56,33,Fully Paid
14403,36 months,6.44,D,< 1 year,RENT,59242.28,debt_consolidation,26.74,2,737,20.87,48,Fully Paid
33097,60 months,20.99,D,1 year,MORTGAGE,38323.77,debt_consolidation,4.31,2,711,6.4,34,Fully Paid
14121,36 months,19.25,C,4 years,RENT,112145.29,debt_consolidation,23.72,0,757,8.83,43,Fully Paid
11966,36 months,7.82,A,< 1 year,OTHER,150042.83,small_business,12.52,1,775,97.63,27,Fully Paid
34621,36 months,27.72,G,9 years,RENT,93935.92,other,24.09,3,752,0.6,25,Fully Paid
29312,36 months,9.97,E,3 years,MORTGAGE,145722.99,major_purchase,26.23,2,686,69.02,43,Fully Paid
23677,60 months,23.59,G,10+ years,MORTGAGE,174917.75,major_purchase,29.93,4,825,88.73,17,Fully Paid
32289,36 months,27.13,A,9 years,MORTGAGE,192583.4,debt_consolidation,2.05,1,736,39.37,35,Fully Paid
32024,60 months,19.49,A,9 years,OWN,61987.68,home_improvement,23.89,4,726,70.81,17,Fully Paid
5777,36 months,11.17,E,< 1 year,OWN,128965.0,credit_card,2.09,0,762,34.89,30,Fully Paid
30749,60 months,12.73,D,9 years,MORTGAGE,68037.32,credit_card,9.44,3,761,52.9,28,Fully Paid
16338,60 months,27.14,G,7 years,OTHER,176765.33,debt_consolidation,19.39,0,718,93.57,29,Fully Paid
3491,36 months,12.46,F,4 years,MORTGAGE,180251.82,debt_consolidation,13.42,0,739,4.23,8,Charged Off
28236,60 months,23.65,C,9 years,OTHER,77988.97,major_purchase,16.96,2,818,26.72,25,Fully Paid
15599,60 months,29.75,B,3 years,MORTGAGE,136161.78,major_purchase,28.99,4,745,10.6,11,Fully Paid
20508,60 months,30.0,D,2 years,MORTGAGE,179781.57,home_improvement,24.56,2,790,49.59,10,Fully Paid
4051,60 months,18.34,C,8 years,OTHER,111505.45,major_purchase,10.91,0,728,77.05,10,Fully Paid
22606,60 months,25.66,F,5 years,RENT,149684.72,credit_card,18.0,3,738,97.66,47,Fully Paid
22699,36 months,29.76,D,< 1 year,OWN,164153.99,credit_card,1.45,1,674,15.54,43,Fully Paid
1876,60 months,14.37,G,7 years,MORTGAGE,176941.3,major_purchase,13.59,0,814,4.39,35,Fully Paid
33093,60 months,11.31,E,9 years,OTHER,112737.37,credit_card,18.25,0,736,13.83,13,Fully Paid
5142,36 months,7.86,A,1 year,OTHER,189528.39,other,21.44,0,805,96.88,6,Fully Paid
16202,36 months,8.52,E,8 years,OWN,133211.58,credit_card,27.05,4,669,32.01,25,Fully Paid
8079,60 months,26.34,F,10+ years,OWN,47310.96,credit_card,8.49,1,819,26.72,11,Fully Paid
8987,36 months,19.72,B,6 years,RENT,130242.22,credit_card,27.07,3,787,73.51,5,Fully Paid
29940,36 months,26.84,E,2 years,MORTGAGE,73725.29,small_business,19.85,0,817,12.07,11,Fully Paid
38233,36 months,24.74,F,3 years,OWN,86975.36,debt_consolidation,2.33,1,839,34.91,13,Fully Paid
18019,36 months,21.84,A,2 years,RENT,165594.71,home_improvement,11.41,0,716,14.48,29,Fully Paid
19077,36 months,20.23,D,5 years,MORTGAGE,195202.54,small_business,14.3,1,833,97.43,17,Fully Paid
27258,36 months,6.21,C,8 years,MORTGAGE,176573.71,home_improvement,10.57,1,662,28.51,35,Fully Paid
22136,60 months,26.81,F,9 years,OTHER,78644.65,small_business,3.48,4,722,26.92,10,Charged Off
9311,60 months,15.45,F,8 years,OWN,101658.59,small_business,16.55,4,831,63.44,18,Fully Paid
18214,36 months,18.99,G,< 1 year,RENT,197029.59,home_improvement,3.95,1,728,1.66,34,Fully Paid
15098,36 months,5.55,B,9 years,RENT,186235.56,debt_consolidation,27.45,2,757,65.35,26,Charged Off
29251,60 months,28.4,D,5 years,OTHER,195850.81,major_purchase,25.96,0,784,45.39,8,Fully Paid
38945,36 months,27.57,F,< 1 year,RENT,97925.15,small_business,14.26,4,714,18.41,33,Fully Paid
26945,60 months,18.58,F,10+ years,RENT,164101.39,debt_consolidation,2.03,1,717,48.63,6,Charged Off
26316,36 months,19.43,C,3 years,MORTGAGE,176819.11,major_purchase,16.57,2,721,99.9,34,Fully Paid
33217,60 months,22.63,A,6 years,OWN,27967.4,home_improvement,17.77,1,666,83.88,28,Charged Off
9308,60 months,11.62,E,3 years,OTHER,67895.8,small_business,26.65,3,678,97.42,20,Fully Paid
6949,36 months,10.55,G,8 years,OWN,179027.11,major_purchase,2.03,1,777,92.61,29,Charged Off
2150,36 months,21.85,D,9 years,RENT,89973.65,debt_consolidation,20.76,3,678,82.04,5,Fully Paid
24944,36 months,7.61,C,4 years,RENT,70151.97,major_purchase,16.88,4,740,33.47,16,Fully Paid
35699,36 months,16.35,C,8 years,RENT,69084.47,home_improvement,5.24,4,835,72.99,43,Fully Paid
10204,60 months,17.32,E,< 1 year,OWN,87572.9,major_purchase,3.65,1,844,39.15,20,Fully Paid
2081,36 months,14.53,D,3 years,OTHER,63913.31,credit_card,20.82,4,808,42.95,31,Charged Off
30305,60 months,9.63,D,6 years,OTHER,20605.4,small_business,10.19,1,766,87.34,33,Fully Paid
17896,36 months,13.88,G,1 year,MORTGAGE,51067.13,debt_consolidation,30.0,1,660,20.52,33,Fully Paid
8805,60 months,13.44,A,8 years,OTHER,178863.51,other,26.82,3,741,29.66,8,Fully Paid
6237,36 months,17.48,D,2 years,MORTGAGE,33616.75,debt_consolidation,16.97,0,683,93.05,42,Fully Paid
21056,36 months,21.87,G,3 years,RENT,94340.37,small_business,19.25,1,817,69.96,48,Charged Off
4343,60 months,29.21,F,3 years,OTHER,102167.81,small_business,4.77,0,849,6.49,36,Fully Paid
14500,36 months,8.6,E,7 years,MORTGAGE,160067.71,credit_card,26.82,2,814,12.16,49,Fully Paid
30375,36 months,26.83,D,1 year,MORTGAGE,65466.2,credit_card,13.77,4,839,57.95,48,Charged Off
10662,36 months,12.1,A,4 years,OWN,75735.52,debt_consolidation,15.64,2,686,79.88,45,Fully Paid
17964,36 months,19.78,C,1 year,RENT,22569.67,other,26.19,2,726,79.28,8,Fully Paid
9130,36 months,18.67,F,5 years,OTHER,182509.51,major_purchase,0.19,1,776,42.49,38,Fully Paid
20531,60 months,18.92,D,8 years,OTHER,143400.25,other,14.83,2,663,25.85,38,Fully Paid
2679,36 months,23.08,E,8 years,OTHER,67312.32,small_business,18.8,1,832,78.77,6,Charged Off
4506,60 months,14.54,D,< 1 year,MORTGAGE,179752.69,credit_card,4.78,4,844,94.41,32,Fully Paid
14284,36 months,12.98,G,3 years,OTHER,35584.67,credit_card,2.05,4,787,44.41,5,Charged Off
8253,36 months,26.32,B,3 years,OTHER,86311.22,credit_card,16.05,2,788,13.73,27,Fully Paid
20128,60 months,10.5,A,< 1 year,OTHER,121447.56,major_purchase,16.43,1,703,60.97,42,Fully Paid
28932,60 months,9.51,C,9 years,RENT,110992.1,debt_consolidation,9.91,3,768,7.16,41,Fully Paid
10435,60 months,5.39,B,1 year,RENT,137883.36,other,26.47,3,749,61.15,23,Fully Paid
14296,60 months,10.26,E,5 years,MORTGAGE,73567.11,debt_consolidation,9.03,0,762,17.29,31,Charged Off
31445,60 months,17.96,D,9 years,OWN,156411.46,credit_card,15.49,0,663,51.6,47,Charged Off
14245,36 months,18.46,A,2 years,OTHER,92980.31,major_purchase,5.6,0,820,62.55,16,Charged Off
30124,60 months,11.36,F,8 years,OTHER,42553.49,major_purchase,0.33,2,837,44.67,5,Fully Paid
30899,60 months,6.81,G,2 years,MORTGAGE,153272.26,debt_consolidation,12.78,1,792,82.73,17,Charged Off
36247,36 months,23.62,G,2 years,OTHER,184149.74,small_business,15.81,0,784,37.47,5,Fully Paid
30222,36 months,23.95,D,8 years,OWN,85596.41,credit_card,22.94,1,711,15.5,49,Charged Off
27211,60 months,29.95,D,2 years,MORTGAGE,126137.51,major_purchase,13.46,2,670,46.39,14,Fully Paid
38220,60 months,27.5,D,5 years,RENT,143808.42,small_business,8.36,1,790,96.35,18,Fully Paid
27646,60 months,28.15,F,5 years,OWN,169674.23,home_improvement,18.13,1,677,88.02,44,Charged Off
39649,36 months,24.96,D,< 1 year,OTHER,55638.83,other,11.44,2,689,31.11,26,Fully Paid
24049,60 months,20.39,A,6 years,OWN,122596.1,credit_card,7.0,3,833,24.27,41,Fully Paid
15069,36 months,8.21,F,8 years,RENT,153265.41,other,27.31,1,753,48.33,24,Fully Paid
33580,36 months,20.56,F,8 years,MORTGAGE,55842.71,home_improvement,16.1,1,804,65.52,32,Fully Paid
32843,36 months,6.4,B,8 years,OWN,105046.66,debt_consolidation,6.01,4,826,92.67,16,Fully Paid
3849,36 months,27.13,E,1 year,MORTGAGE,103585.18,debt_consolidation,20.13,4,739,61.33,20,Fully Paid
24289,60 months,17.05,F,< 1 year,MORTGAGE,171082.15,other,24.09,0,692,83.61,5,Fully Paid
36257,36 months,22.44,B,5 years,OTHER,159915.15,debt_consolidation,22.76,0,770,69.61,22,Charged Off
10823,36 months,6.31,A,5 years,OTHER,61746.77,other,17.99,2,725,10.15,8,Fully Paid
10540,60 months,18.36,E,3 years,MORTGAGE,61931.48,major_purchase,15.59,2,792,89.18,10,Charged Off
17364,36 months,12.53,F,7 years,RENT,150203.74,major_purchase,23.32,4,823,19.95,48,Fully Paid
5611,60 months,12.12,C,4 years,MORTGAGE,153130.25,small_business,21.24,4,662,36.66,39,Fully Paid
28663,36 months,14.74,B,6 years,RENT,52201.98,home_improvement,17.14,0,763,84.03,16,Fully Paid
39646,60 months,5.02,A,8 years,OWN,94012.47,debt_consolidation,19.73,4,819,97.92,31,Fully Paid
31977,36 months,16.67,A,< 1 year,MORTGAGE,168638.76,debt_consolidation,5.06,1,801,31.06,33,Charged Off
30168,36 months,17.16,A,8 years,OWN,34295.72,major_purchase,0.6,1,781,38.32,47,Fully Paid
26471,60 months,26.58,G,3 years,MORTGAGE,87301.02,major_purchase,27.93,4,825,48.56,21,Charged Off
23687,36 months,16.21,E,6 years,OWN,136017.39,major_purchase,28.06,2,792,49.8,41,Fully Paid
1851,36 months,14.09,D,10+ years,RENT,158795.62,credit_card,23.64,0,833,75.04,44,Fully Paid
19071,60 months,29.87,C,3 years,OWN,137478.42,home_improvement,11.17,1,843,81.71,31,Fully Paid
7833,36 months,19.28,E,3 years,OWN,91553.74,home_improvement,4.52,2,719,99.1,10,Charged Off
12938,36 months,16.82,E,3 years,OTHER,198551.2,credit_card,10.72,4,742,80.42,40,Fully Paid
36195,60 months,17.4,F,5 years,MORTGAGE,27475.82,debt_consolidation,21.79,0,734,29.98,49,Fully Paid
27144,60 months,25.23,G,4 years,MORTGAGE,109056.06,other,10.06,0,666,35.82,11,Fully Paid
5000,60 months,13.52,B,1 year,MORTGAGE,111809.9,other,23.88,2,800,61.81,47,Charged Off
6052,60 months,14.73,C,8 years,MORTGAGE,63162.41,small_business,20.19,2,774,68.66,24,Fully Paid
36506,60 months,23.9,A,10+ years,OTHER,120567.33,small_business,18.9,2,812,9.0,14,Fully Paid
29074,36 months,6.82,E,5 years,RENT,59610.33,debt_consolidation,27.91,4,771,34.37,19,Fully Paid
39155,60 months,26.63,C,9 years,OWN,99814.17,small_business,26.8,4,799,20.27,19,Fully Paid
33320,36 months,15.76,B,5 years,OWN,97694.17,major_purchase,21.35,2,690,50.78,27,Charged Off
39304,60 months,19.53,D,8 years,RENT,159162.02,home_improvement,5.98,4,674,16.87,14,Charged Off
4913,36 months,23.94,C,< 1 year,OWN,189666.54,other,28.17,0,756,58.07,8,Charged Off
18450,36 months,11.65,G,6 years,OTHER,56511.79,major_purchase,6.81,3,670,46.73,37,Fully Paid
25107,60 months,27.26,G,2 years,MORTGAGE,198473.11,small_business,11.18,4,762,40.39,16,Fully Paid
21764,36 months,29.48,A,3 years,MORTGAGE,189256.96,small_business,24.8,0,819,64.9,13,Fully Paid
21491,36 months,17.36,G,< 1 year,OTHER,40277.58,home_improvement,6.26,3,668,41.63,31,Fully Paid
39494,60 months,28.42,E,2 years,MORTGAGE,184225.89,other,19.16,3,711,39.93,15,Fully Paid
4373,60 months,5.03,D,6 years,OWN,121624.03,major_purchase,13.74,2,828,65.11,36,Fully Paid
13161,60 months,27.36,B,5 years,RENT,178212.15,home_improvement,18.72,2,799,5.73,19,Fully Paid
32996,60 months,12.78,A,< 1 year,RENT,190214.34,other,28.74,0,742,43.25,11,Fully Paid
28122,36 months,12.79,D,8 years,OWN,174603.3,small_business,24.25,2,671,19.54,30,Charged Off
35850,36 months,10.7,F,3 years,RENT,92517.97,other,8.87,3,747,3.86,12,Fully Paid
28350,36 months,12.93,F,6 years,RENT,134616.65,home_improvement,1.72,0,732,3.47,9,Fully Paid
28472,36 months,10.34,B,3 years,MORTGAGE,103658.66,home_improvement,29.01,0,799,16.76,6,Fully Paid
29761,36 months,27.65,A,6 years,OWN,85960.62,small_business,17.56,0,768,43.39,6,Fully Paid
26351,36 months,27.48,G,4 years,OTHER,65127.79,home_improvement,5.19,2,696,56.67,14,Charged Off
24132,60 months,7.56,E,< 1 year,RENT,99471.43,major_purchase,18.81,2,792,79.59,21,Fully Paid
16305,36 months,8.57,B,3 years,OWN,165074.95,small_business,1.27,2,668,60.77,17,Fully Paid
10817,36 months,26.55,G,2 years,OTHER,171924.09,home_improvement,5.63,4,844,52.01,13,Fully Paid
12261,36 months,14.97,D,5 years,OTHER,192440.99,debt_consolidation,18.98,4,807,3.64,20,Fully Paid
1417,60 months,9.23,A,5 years,MORTGAGE,72311.0,major_purchase,12.07,4,729,29.79,11,Fully Paid
21358,60 months,17.77,F,< 1 year,MORTGAGE,137071.55,major_purchase,9.75,0,773,69.23,16,Fully Paid
4267,60 months,15.42,F,10+ years,RENT,144880.21,major_purchase,19.66,2,785,27.05,8,Fully Paid
18209,60 months,10.48,C,1 year,OWN,54439.82,other,25.99,4,800,59.43,35,Fully Paid
25052,36 months,23.02,A,1 year,OWN,86038.74,credit_card,20.36,0,739,60.39,36,Fully Paid
39513,36 months,20.78,D,9 years,MORTGAGE,81606.23,small_business,13.9,3,792,30.51,40,Charged Off
27092,36 months,7.49,D,3 years,MORTGAGE,197463.8,credit_card,19.77,4,777,57.16,7,Fully Paid
12338,60 months,28.13,C,8 years,MORTGAGE,192508.14,home_improvement,20.87,0,830,11.4,45,Charged Off
1412,36 months,18.96,G,10+ years,RENT,167918.22,small_business,23.25,1,740,72.7,11,Fully Paid
8543,36 months,11.26,D,1 year,OWN,105110.47,other,9.21,4,841,2.25,6,Fully Paid
34496,36 months,10.16,G,10+ years,RENT,67532.93,major_purchase,3.43,3,721,3.53,15,Fully Paid
24548,60 months,8.4,G,7 years,OWN,184873.56,major_purchase,20.46,0,669,87.03,11,Fully Paid
28384,60 months,15.62,A,10+ years,MORTGAGE,68247.85,other,3.63,4,817,58.03,24,Fully Paid
39756,60 months,8.39,G,< 1 year,RENT,113949.74,major_purchase,13.86,4,666,16.29,26,Fully Paid
19888,36 months,15.4,F,7 years,OTHER,64113.05,major_purchase,6.92,1,844,60.16,26,Fully Paid
36735,36 months,8.72,B,2 years,RENT,194826.42,home_improvement,9.96,0,798,36.98,29,Fully Paid
18506,36 months,21.42,F,4 years,RENT,27517.09,debt_consolidation,14.12,0,710,26.99,22,Fully Paid
21463,36 months,24.63,G,< 1 year,OTHER,51382.97,other,26.89,0,723,81.13,14,Fully Paid
18955,60 months,18.74,F,< 1 year,OTHER,157708.86,small_business,20.41,2,690,47.73,41,Fully Paid
38841,36 months,22.0,A,5 years,MORTGAGE,47260.15,debt_consolidation,5.15,1,771,29.35,16,Fully Paid
6104,60 months,28.46,G,2 years,OTHER,196282.92,other,26.38,0,660,94.37,33,Charged Off
35911,36 months,20.96,D,7 years,OTHER,77843.42,small_business,15.02,1,748,16.5,7,Fully Paid
24190,60 months,14.1,C,3 years,RENT,185356.31,other,6.13,2,845,14.2,30,Charged Off
8357,36 months,16.24,C,5 years,RENT,139210.09,major_purchase,15.82,0,751,9.73,21,Fully Paid
33479,36 months,26.51,E,9 years,MORTGAGE,134141.15,other,5.73,1,710,12.44,24,Charged Off
37208,60 months,8.27,C,8 years,OTHER,184767.04,credit_card,11.02,1,752,25.28,40,Fully Paid
21150,60 months,13.14,C,7 years,OWN,112390.28,home_improvement,24.17,2,809,69.85,39,Fully Paid
6644,36 months,19.43,D,3 years,RENT,92140.05,small_business,19.76,1,705,67.19,24,Fully Paid
3914,36 months,21.91,B,9 years,MORTGAGE,59172.1,major_purchase,14.34,2,804,76.35,43,Fully Paid
22352,36 months,24.09,B,7 years,RENT,46016.52,credit_card,6.79,4,672,57.56,18,Fully Paid
15397,60 months,12.96,D,6 years,RENT,162518.39,major_purchase,8.47,1,739,49.26,46,Charged Off
1728,36 months,8.65,C,4 years,OWN,43028.9,home_improvement,29.35,2,782,43.19,45,Fully Paid
1698,60 months,28.87,A,6 years,MORTGAGE,90923.16,credit_card,10.29,3,774,87.46,17,Charged Off
14923,36 months,6.91,F,6 years,OWN,93659.03,other,18.48,0,735,34.35,44,Fully Paid
17779,36 months,7.4,G,9 years,OWN,139609.89,small_business,14.99,0,772,89.15,32,Fully Paid
8400,36 months,17.37,F,1 year,MORTGAGE,70132.61,other,0.69,0,698,27.55,41,Fully Paid
25466,36 months,25.48,B,6 years,OTHER,170881.21,small_business,28.34,2,678,15.73,36,Fully Paid
37939,60 months,24.36,D,2 years,OWN,57347.15,other,2.64,2,720,25.51,6,Fully Paid
5360,60 months,28.44,A,7 years,OTHER,162046.76,small_business,19.76,0,755,49.9,40,Fully Paid
36270,36 months,8.54,C,7 years,RENT,172956.65,small_business,24.33,2,792,92.59,18,Fully Paid
18101,36 months,14.39,D,8 years,MORTGAGE,54772.52,credit_card,22.46,1,716,17.73,30,Charged Off
33307,36 months,12.05,B,10+ years,MORTGAGE,165694.85,home_improvement,24.28,1,706,57.99,6,Fully Paid
